股票代號,股票名稱,上市日,市場別,產業別,鉅亨網網址,價格,漲跌,漲跌幅度(%),資料來源
4584,君帆,2022/10/05,上櫃,電機機械,https://www.cnyes.com/twstock/4584,55.70,+1.70,+3.15%,鉅亨
4609,唐鋒,2000/05/19,上櫃,居家生活,https://www.cnyes.com/twstock/4609,8.11,-0.08,-0.98%,鉅亨
4702,中美實,1995/04/21,上櫃,居家生活,https://www.cnyes.com/twstock/4702,10.00,0.00,+0.00%,鉅亨
4706,大恭,1998/04/17,上櫃,化學工業,https://www.cnyes.com/twstock/4706,29.20,0.00,+0.00%,鉅亨
4707,磐亞,1998/05/20,上櫃,化學工業,https://www.cnyes.com/twstock/4707,10.00,+0.03,+0.30%,鉅亨
4711,永純,1999/02/24,上櫃,化學工業,https://www.cnyes.com/twstock/4711,15.00,+0.05,+0.33%,鉅亨
4714,永捷,2000/03/27,上櫃,化學工業,https://www.cnyes.com/twstock/4714,19.00,-0.10,-0.52%,鉅亨
4716,大立,2000/03/27,上櫃,化學工業,https://www.cnyes.com/twstock/4716,14.60,0.00,+0.00%,鉅亨
4721,美琪瑪,2001/03/09,上櫃,化學工業,https://www.cnyes.com/twstock/4721,86.40,-3.50,-3.89%,鉅亨
4726,永昕,2013/12/25,上櫃,生技醫療業,https://www.cnyes.com/twstock/4726,38.50,-0.20,-0.52%,鉅亨
4728,雙美,2012/01/10,上櫃,生技醫療業,https://www.cnyes.com/twstock/4728,417.00,+7.00,+1.71%,鉅亨
4729,熒茂,2009/02/24,上櫃,光電業,https://www.cnyes.com/twstock/4729,20.50,-0.05,-0.24%,鉅亨
4735,豪展,2011/08/16,上櫃,生技醫療業,https://www.cnyes.com/twstock/4735,34.85,-0.60,-1.69%,鉅亨
4741,泓瀚,2017/09/26,上櫃,化學工業,https://www.cnyes.com/twstock/4741,25.70,-0.15,-0.58%,鉅亨
4743,合一,2011/09/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/4743,65.70,-0.10,-0.15%,鉅亨
4744,皇將,2018/07/12,上櫃,生技醫療業,https://www.cnyes.com/twstock/4744,24.65,-0.05,-0.20%,鉅亨
4745,合富-KY,2013/01/30,上櫃,生技醫療業,https://www.cnyes.com/twstock/4745,16.45,-0.20,-1.20%,鉅亨
4747,強生,2013/12/25,上櫃,生技醫療業,https://www.cnyes.com/twstock/4747,59.50,+0.90,+1.54%,鉅亨
4749,新應材,2025/01/17,上櫃,半導體業,https://www.cnyes.com/twstock/4749,627.00,-16.00,-2.49%,鉅亨
4754,國碳科,2016/09/28,上櫃,化學工業,https://www.cnyes.com/twstock/4754,39.10,+0.05,+0.13%,鉅亨
4760,勤凱,2019/03/21,上櫃,其他電子業,https://www.cnyes.com/twstock/4760,141.00,-4.50,-3.09%,鉅亨
4767,誠泰科技,2018/10/29,上櫃,化學工業,https://www.cnyes.com/twstock/4767,32.40,0.00,+0.00%,鉅亨
4768,晶呈科技,2022/04/13,上櫃,化學工業,https://www.cnyes.com/twstock/4768,118.50,+2.00,+1.72%,鉅亨
4772,台特化,2024/09/20,上櫃,化學工業,https://www.cnyes.com/twstock/4772,219.50,-2.50,-1.13%,鉅亨
4804,大略-KY,2015/12/04,上櫃,觀光餐旅,https://www.cnyes.com/twstock/4804,6.74,+0.02,+0.30%,鉅亨
4806,桂田文創,2016/03/09,上櫃,文化創意業,https://www.cnyes.com/twstock/4806,9.97,+0.88,+9.68%,鉅亨
4903,聯光通,2001/05/14,上櫃,通信網路業,https://www.cnyes.com/twstock/4903,32.30,+0.35,+1.10%,鉅亨
4905,台聯電,2001/12/07,上櫃,通信網路業,https://www.cnyes.com/twstock/4905,60.60,-1.40,-2.26%,鉅亨
4907,富宇,2002/03/04,上櫃,建材營造業,https://www.cnyes.com/twstock/4907,37.20,-0.40,-1.06%,鉅亨
4908,前鼎,2002/02/27,上櫃,通信網路業,https://www.cnyes.com/twstock/4908,82.90,-0.90,-1.07%,鉅亨
4909,新復興,2002/11/28,上櫃,通信網路業,https://www.cnyes.com/twstock/4909,58.10,-2.30,-3.81%,鉅亨
4911,德英,2011/03/21,上櫃,生技醫療業,https://www.cnyes.com/twstock/4911,52.50,+0.40,+0.77%,鉅亨
4923,力士,2022/03/14,上櫃,半導體業,https://www.cnyes.com/twstock/4923,33.15,+0.15,+0.45%,鉅亨
4924,欣厚-KY,2011/10/18,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/4924,14.45,-0.70,-4.62%,鉅亨
4931,新盛力,2019/09/17,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/4931,113.00,-3.50,-3.00%,鉅亨
4933,友輝,2010/05/04,上櫃,光電業,https://www.cnyes.com/twstock/4933,71.00,-0.40,-0.56%,鉅亨
4939,亞電,2011/09/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/4939,19.35,0.00,+0.00%,鉅亨
4945,陞達科技,2020/11/20,上櫃,半導體業,https://www.cnyes.com/twstock/4945,76.90,-0.30,-0.39%,鉅亨
4946,辣椒,2011/06/10,上櫃,文化創意業,https://www.cnyes.com/twstock/4946,160.00,-0.50,-0.31%,鉅亨
4950,金耘國際,2012/04/27,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/4950,10.20,+0.37,+3.76%,鉅亨
4951,精拓科,2022/11/03,上櫃,半導體業,https://www.cnyes.com/twstock/4951,67.50,-0.20,-0.30%,鉅亨
4953,緯軟,2014/01/08,上櫃,資訊服務業,https://www.cnyes.com/twstock/4953,97.80,-0.30,-0.31%,鉅亨
4966,譜瑞-KY,2011/09/13,上櫃,半導體業,https://www.cnyes.com/twstock/4966,597.00,-7.00,-1.16%,鉅亨
4971,IET-KY,2013/07/24,上櫃,半導體業,https://www.cnyes.com/twstock/4971,156.50,+6.50,+4.33%,鉅亨
4972,湯石照明,2013/06/17,上櫃,光電業,https://www.cnyes.com/twstock/4972,17.95,+0.05,+0.28%,鉅亨
4973,廣穎,2012/06/19,上櫃,半導體業,https://www.cnyes.com/twstock/4973,24.05,-0.10,-0.41%,鉅亨
4974,亞泰,2011/11/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/4974,80.00,-0.80,-0.99%,鉅亨
4979,華星光,2011/12/12,上櫃,通信網路業,https://www.cnyes.com/twstock/4979,192.50,+5.00,+2.67%,鉅亨
4987,科誠,2012/03/21,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/4987,80.00,+0.20,+0.25%,鉅亨
4991,環宇-KY,2014/09/15,上櫃,半導體業,https://www.cnyes.com/twstock/4991,157.00,+7.50,+5.02%,鉅亨
4995,晶達,2012/05/09,上櫃,光電業,https://www.cnyes.com/twstock/4995,50.00,+0.10,+0.20%,鉅亨
5009,榮剛,1998/10/17,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5009,36.85,+0.15,+0.41%,鉅亨
5011,久陽,1999/05/06,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5011,13.20,+0.20,+1.54%,鉅亨
5013,強新,2000/05/08,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5013,28.95,+0.60,+2.12%,鉅亨
5014,建錩,2001/02/15,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5014,11.10,0.00,+0.00%,鉅亨
5015,華祺,2000/12/15,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5015,32.55,0.00,+0.00%,鉅亨
5016,松和,2001/03/05,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/5016,25.30,+0.60,+2.43%,鉅亨
5201,凱衛,2000/10/12,上櫃,資訊服務業,https://www.cnyes.com/twstock/5201,39.45,+0.45,+1.15%,鉅亨
5202,力新,2000/10/18,上櫃,資訊服務業,https://www.cnyes.com/twstock/5202,21.20,-0.30,-1.40%,鉅亨
5205,中茂,2001/05/14,上櫃,綠能環保,https://www.cnyes.com/twstock/5205,33.45,-0.25,-0.74%,鉅亨
5206,坤悅,2001/10/08,上櫃,建材營造業,https://www.cnyes.com/twstock/5206,36.90,+0.20,+0.54%,鉅亨
5209,新鼎,2002/02/25,上櫃,其他業,https://www.cnyes.com/twstock/5209,115.50,0.00,+0.00%,鉅亨
5210,寶碩,2002/04/25,上櫃,資訊服務業,https://www.cnyes.com/twstock/5210,27.25,-0.05,-0.18%,鉅亨
5211,蒙恬,2002/12/23,上櫃,資訊服務業,https://www.cnyes.com/twstock/5211,22.05,-0.20,-0.90%,鉅亨
5212,凌網,2003/03/24,上櫃,資訊服務業,https://www.cnyes.com/twstock/5212,45.50,+0.80,+1.79%,鉅亨
5213,亞昕,2003/04/24,上櫃,建材營造業,https://www.cnyes.com/twstock/5213,27.45,+0.10,+0.37%,鉅亨
5220,萬達光電,2018/04/26,上櫃,光電業,https://www.cnyes.com/twstock/5220,20.50,+0.30,+1.49%,鉅亨
5223,安力-KY,2018/07/02,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5223,25.70,-0.35,-1.34%,鉅亨
5227,立凱-KY,2013/12/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/5227,30.30,-0.05,-0.16%,鉅亨
5228,鈺鎧,2022/05/20,上櫃,電子零組件業,https://www.cnyes.com/twstock/5228,16.35,-0.45,-2.68%,鉅亨
5230,雷笛克光學,2012/06/05,上櫃,光電業,https://www.cnyes.com/twstock/5230,19.65,-0.20,-1.01%,鉅亨
5236,凌陽創新,2021/07/29,上櫃,半導體業,https://www.cnyes.com/twstock/5236,122.50,-1.00,-0.81%,鉅亨
5245,智晶,2015/05/25,上櫃,光電業,https://www.cnyes.com/twstock/5245,31.50,-1.20,-3.67%,鉅亨
5251,天鉞電,2012/11/26,上櫃,光電業,https://www.cnyes.com/twstock/5251,47.90,+0.15,+0.31%,鉅亨
5263,智崴,2012/12/18,上櫃,文化創意業,https://www.cnyes.com/twstock/5263,91.20,-1.80,-1.94%,鉅亨
5272,笙科,2013/05/30,上櫃,半導體業,https://www.cnyes.com/twstock/5272,22.65,-0.15,-0.66%,鉅亨
5274,信驊,2013/04/30,上櫃,半導體業,https://www.cnyes.com/twstock/5274,4490.00,+50.00,+1.13%,鉅亨
5276,達輝-KY,2014/06/12,上櫃,其他業,https://www.cnyes.com/twstock/5276,15.25,+0.05,+0.33%,鉅亨
5278,尚凡*,2013/06/04,上櫃,數位雲端,https://www.cnyes.com/twstock/5278,40.95,+2.10,+5.41%,鉅亨
5287,數字,2014/01/20,上櫃,數位雲端,https://www.cnyes.com/twstock/5287,175.50,0.00,+0.00%,鉅亨
5289,宜鼎,2013/11/27,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5289,225.00,-1.00,-0.44%,鉅亨
5291,邑昇,2014/12/23,上櫃,電子零組件業,https://www.cnyes.com/twstock/5291,23.75,-0.10,-0.42%,鉅亨
5299,杰力,2018/01/23,上櫃,半導體業,https://www.cnyes.com/twstock/5299,75.50,-0.30,-0.40%,鉅亨
5301,寶得利,1990/06/25,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5301,5.70,+0.06,+1.06%,鉅亨
5302,太欣,1991/01/17,上櫃,半導體業,https://www.cnyes.com/twstock/5302,7.07,-0.01,-0.14%,鉅亨
5309,系統電,1996/03/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/5309,37.85,-0.25,-0.66%,鉅亨
5310,天剛,1996/04/09,上櫃,資訊服務業,https://www.cnyes.com/twstock/5310,43.75,+0.55,+1.27%,鉅亨
5312,寶島科,1996/05/25,上櫃,生技醫療業,https://www.cnyes.com/twstock/5312,132.50,-2.00,-1.49%,鉅亨
5314,世紀*,1996/09/16,上櫃,其他業,https://www.cnyes.com/twstock/5314,75.00,-1.70,-2.22%,鉅亨
5315,光聯,1996/11/02,上櫃,光電業,https://www.cnyes.com/twstock/5315,21.15,-0.40,-1.86%,鉅亨
5321,美而快,1996/12/30,上櫃,數位雲端,https://www.cnyes.com/twstock/5321,39.40,+0.05,+0.13%,鉅亨
5324,士開,1997/01/30,上櫃,建材營造業,https://www.cnyes.com/twstock/5324,11.15,-0.10,-0.89%,鉅亨
5328,華容,1997/08/28,上櫃,電子零組件業,https://www.cnyes.com/twstock/5328,13.05,0.00,+0.00%,鉅亨
5340,建榮,1998/01/20,上櫃,電子零組件業,https://www.cnyes.com/twstock/5340,46.85,+0.20,+0.43%,鉅亨
5344,立衛,1998/03/23,上櫃,半導體業,https://www.cnyes.com/twstock/5344,13.30,+0.25,+1.92%,鉅亨
5345,天揚,1998/03/23,上櫃,其他業,https://www.cnyes.com/twstock/5345,22.05,-0.10,-0.45%,鉅亨
5347,世界,1998/03/25,上櫃,半導體業,https://www.cnyes.com/twstock/5347,95.50,+0.30,+0.32%,鉅亨
5348,正能量智能,2025/06/02,上櫃,運動休閒,https://www.cnyes.com/twstock/5348,19.00,+0.50,+2.70%,鉅亨
5351,鈺創,1998/05/15,上櫃,半導體業,https://www.cnyes.com/twstock/5351,28.35,+0.95,+3.47%,鉅亨
5353,台林,1998/05/18,上櫃,通信網路業,https://www.cnyes.com/twstock/5353,25.65,+0.15,+0.59%,鉅亨
5355,佳總,1998/06/23,上櫃,電子零組件業,https://www.cnyes.com/twstock/5355,7.79,-0.05,-0.64%,鉅亨
5356,協益,1998/07/20,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5356,25.30,+0.05,+0.20%,鉅亨
5364,力麗店,2013/08/26,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5364,20.25,+0.75,+3.85%,鉅亨
5371,中光電,1999/01/20,上櫃,光電業,https://www.cnyes.com/twstock/5371,68.80,+1.40,+2.08%,鉅亨
5381,合正,1999/03/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/5381,21.30,+0.30,+1.43%,鉅亨
5386,青雲,1999/05/13,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5386,67.40,-0.70,-1.03%,鉅亨
5392,能率,1999/06/14,上櫃,光電業,https://www.cnyes.com/twstock/5392,33.40,-0.85,-2.48%,鉅亨
5398,慕康生醫,1999/10/11,上櫃,其他業,https://www.cnyes.com/twstock/5398,21.70,+0.05,+0.23%,鉅亨
5403,中菲,1999/10/15,上櫃,資訊服務業,https://www.cnyes.com/twstock/5403,121.50,0.00,+0.00%,鉅亨
5410,國眾,1999/11/26,上櫃,資訊服務業,https://www.cnyes.com/twstock/5410,29.05,-0.20,-0.68%,鉅亨
5425,台半,2000/02/21,上櫃,半導體業,https://www.cnyes.com/twstock/5425,49.60,+0.30,+0.61%,鉅亨
5426,振發,2000/02/09,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5426,25.30,+0.20,+0.80%,鉅亨
5432,新門,2000/03/21,上櫃,綠能環保,https://www.cnyes.com/twstock/5432,116.00,-0.50,-0.43%,鉅亨
5438,東友,2000/06/17,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5438,19.10,-0.05,-0.26%,鉅亨
5439,高技,2000/06/26,上櫃,電子零組件業,https://www.cnyes.com/twstock/5439,246.50,false,%,鉅亨
5443,均豪,1998/02/09,上櫃,半導體業,https://www.cnyes.com/twstock/5443,87.50,-0.80,-0.91%,鉅亨
5450,南良,2020/06/01,上櫃,其他業,https://www.cnyes.com/twstock/5450,14.05,+0.15,+1.08%,鉅亨
5452,佶優,2000/10/02,上櫃,其他電子業,https://www.cnyes.com/twstock/5452,23.60,-0.20,-0.84%,鉅亨
5455,昇益,2000/10/19,上櫃,建材營造業,https://www.cnyes.com/twstock/5455,27.55,-2.05,-6.93%,鉅亨
5457,宣德,2000/09/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/5457,41.20,-0.05,-0.12%,鉅亨
5460,同協,2000/09/28,上櫃,電子零組件業,https://www.cnyes.com/twstock/5460,14.20,-0.05,-0.35%,鉅亨
5464,霖宏,2000/11/08,上櫃,電子零組件業,https://www.cnyes.com/twstock/5464,25.15,-0.05,-0.20%,鉅亨
5465,富驊,2000/11/08,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5465,41.35,-1.15,-2.71%,鉅亨
5468,凱鈺,2001/01/17,上櫃,半導體業,https://www.cnyes.com/twstock/5468,17.15,-0.25,-1.44%,鉅亨
5474,聰泰,2001/03/20,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5474,158.00,+0.50,+0.32%,鉅亨
5475,德宏,2001/01/16,上櫃,電子零組件業,https://www.cnyes.com/twstock/5475,33.70,-0.90,-2.60%,鉅亨
5478,智冠,2001/03/29,上櫃,文化創意業,https://www.cnyes.com/twstock/5478,99.90,-0.10,-0.10%,鉅亨
5481,新華,2020/06/01,上櫃,其他業,https://www.cnyes.com/twstock/5481,-,-,(-),CMoney
5483,中美晶,2001/03/02,上櫃,半導體業,https://www.cnyes.com/twstock/5483,107.50,-1.50,-1.38%,鉅亨
5487,通泰,2001/02/20,上櫃,半導體業,https://www.cnyes.com/twstock/5487,31.75,+0.25,+0.79%,鉅亨
5488,松普,2001/03/12,上櫃,電子零組件業,https://www.cnyes.com/twstock/5488,8.99,-0.04,-0.44%,鉅亨
5489,彩富,2001/03/12,上櫃,其他電子業,https://www.cnyes.com/twstock/5489,41.95,+0.10,+0.24%,鉅亨
5490,同亨,2001/05/14,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/5490,26.85,-0.35,-1.29%,鉅亨
5493,三聯,2001/05/03,上櫃,其他電子業,https://www.cnyes.com/twstock/5493,80.00,+0.20,+0.25%,鉅亨
5498,凱崴,2001/03/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/5498,14.10,-0.30,-2.08%,鉅亨
5508,永信建,1998/05/13,上櫃,建材營造業,https://www.cnyes.com/twstock/5508,88.10,-0.90,-1.01%,鉅亨
5511,德昌,1998/12/09,上櫃,建材營造業,https://www.cnyes.com/twstock/5511,59.00,-0.10,-0.17%,鉅亨
5512,力麒,1998/12/04,上櫃,建材營造業,https://www.cnyes.com/twstock/5512,8.88,+0.05,+0.57%,鉅亨
5514,三豐,1998/12/29,上櫃,建材營造業,https://www.cnyes.com/twstock/5514,17.45,-0.80,-4.38%,鉅亨
5516,雙喜,1999/03/23,上櫃,建材營造業,https://www.cnyes.com/twstock/5516,13.55,+0.30,+2.26%,鉅亨
5520,力泰,1999/10/27,上櫃,建材營造業,https://www.cnyes.com/twstock/5520,80.00,+0.10,+0.13%,鉅亨
5523,豐謙,1999/12/27,上櫃,建材營造業,https://www.cnyes.com/twstock/5523,29.90,0.00,+0.00%,鉅亨
5529,鉅陞,1996/01/12,上櫃,建材營造業,https://www.cnyes.com/twstock/5529,29.25,0.00,+0.00%,鉅亨
5530,龍巖,2000/10/04,上櫃,其他業,https://www.cnyes.com/twstock/5530,61.10,-0.80,-1.29%,鉅亨
5536,聖暉*,2010/11/10,上櫃,其他電子業,https://www.cnyes.com/twstock/5536,510.00,+3.00,+0.59%,鉅亨
5543,桓鼎-KY,2016/05/09,上櫃,建材營造業,https://www.cnyes.com/twstock/5543,19.80,-0.10,-0.50%,鉅亨
5548,安倉,2024/03/18,上櫃,建材營造業,https://www.cnyes.com/twstock/5548,23.90,-0.25,-1.04%,鉅亨
5601,台聯櫃,1994/11/24,上櫃,航運業,https://www.cnyes.com/twstock/5601,37.95,0.00,+0.00%,鉅亨
5603,陸海,1997/01/25,上櫃,航運業,https://www.cnyes.com/twstock/5603,20.65,0.00,+0.00%,鉅亨
5604,中連,1997/05/22,上櫃,其他業,https://www.cnyes.com/twstock/5604,37.50,0.00,+0.00%,鉅亨
5609,中菲行,2001/10/15,上櫃,航運業,https://www.cnyes.com/twstock/5609,76.60,-0.50,-0.65%,鉅亨
5701,劍湖山,1998/03/12,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5701,4.67,-0.09,-1.89%,鉅亨
5703,亞都,1999/06/15,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5703,16.70,+0.10,+0.60%,鉅亨
5704,老爺知,1999/12/21,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5704,27.90,-0.35,-1.24%,鉅亨
5864,致和證,2018/04/02,上櫃,金融保險業,https://www.cnyes.com/twstock/5864,12.05,+0.10,+0.84%,鉅亨
5878,台名,2014/10/28,上櫃,金融保險業,https://www.cnyes.com/twstock/5878,41.50,0.00,+0.00%,鉅亨
5902,德記,1998/02/07,上櫃,居家生活,https://www.cnyes.com/twstock/5902,45.15,+0.15,+0.33%,鉅亨
5903,全家,2002/02/25,上櫃,居家生活,https://www.cnyes.com/twstock/5903,207.00,-1.00,-0.48%,鉅亨
5904,寶雅,2002/09/06,上櫃,居家生活,https://www.cnyes.com/twstock/5904,488.50,+3.50,+0.72%,鉅亨
5905,南仁湖,2003/06/17,上櫃,觀光餐旅,https://www.cnyes.com/twstock/5905,10.55,+0.05,+0.48%,鉅亨
6015,宏遠證,1996/07/25,上櫃,金融保險業,https://www.cnyes.com/twstock/6015,10.85,0.00,+0.00%,鉅亨
6016,康和證,1996/12/04,上櫃,金融保險業,https://www.cnyes.com/twstock/6016,12.10,+0.05,+0.41%,鉅亨
6020,大展證,2003/01/23,上櫃,金融保險業,https://www.cnyes.com/twstock/6020,18.80,+0.05,+0.27%,鉅亨
6021,美好證,2003/04/21,上櫃,金融保險業,https://www.cnyes.com/twstock/6021,20.10,0.00,+0.00%,鉅亨
6023,元大期,2007/11/28,上櫃,金融保險業,https://www.cnyes.com/twstock/6023,83.20,0.00,+0.00%,鉅亨
6026,福邦證,2016/01/27,上櫃,金融保險業,https://www.cnyes.com/twstock/6026,11.15,+0.05,+0.45%,鉅亨
6101,寬魚國際,2001/03/29,上櫃,文化創意業,https://www.cnyes.com/twstock/6101,39.20,-0.05,-0.13%,鉅亨
6103,合邦,2001/05/07,上櫃,半導體業,https://www.cnyes.com/twstock/6103,39.70,-2.15,-5.14%,鉅亨
6104,創惟,2001/05/22,上櫃,半導體業,https://www.cnyes.com/twstock/6104,135.00,-2.50,-1.82%,鉅亨
6109,亞元,2001/07/26,上櫃,通信網路業,https://www.cnyes.com/twstock/6109,10.35,0.00,+0.00%,鉅亨
6111,大宇資,2001/08/08,上櫃,文化創意業,https://www.cnyes.com/twstock/6111,48.85,-0.25,-0.51%,鉅亨
6113,亞矽,2001/08/10,上櫃,電子通路業,https://www.cnyes.com/twstock/6113,22.55,-0.40,-1.74%,鉅亨
6114,久威,2001/09/27,上櫃,電子零組件業,https://www.cnyes.com/twstock/6114,36.55,-0.30,-0.81%,鉅亨
6118,建達,2001/10/25,上櫃,電子通路業,https://www.cnyes.com/twstock/6118,15.90,-0.15,-0.93%,鉅亨
6121,新普,2001/11/27,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6121,396.00,+6.50,+1.67%,鉅亨
6122,擎邦,2000/07/14,上櫃,電機機械,https://www.cnyes.com/twstock/6122,53.80,+0.20,+0.37%,鉅亨
6123,上奇,2002/01/23,上櫃,資訊服務業,https://www.cnyes.com/twstock/6123,51.60,+0.10,+0.19%,鉅亨
6124,業強,2002/03/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/6124,30.35,-0.25,-0.82%,鉅亨
6125,廣運,2002/01/23,上櫃,光電業,https://www.cnyes.com/twstock/6125,73.80,-0.90,-1.20%,鉅亨
6126,信音,2002/01/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/6126,23.50,+0.25,+1.08%,鉅亨
6127,九豪,2002/01/10,上櫃,電子零組件業,https://www.cnyes.com/twstock/6127,20.95,-0.40,-1.87%,鉅亨
6129,普誠,2001/12/25,上櫃,半導體業,https://www.cnyes.com/twstock/6129,10.30,-0.05,-0.48%,鉅亨
6130,上亞科技,2002/03/26,上櫃,生技醫療業,https://www.cnyes.com/twstock/6130,38.35,-0.60,-1.54%,鉅亨
6134,萬旭,2002/01/08,上櫃,電子零組件業,https://www.cnyes.com/twstock/6134,18.65,-0.05,-0.27%,鉅亨
6138,茂達,2002/01/18,上櫃,半導體業,https://www.cnyes.com/twstock/6138,180.50,-1.50,-0.82%,鉅亨
6140,訊達,2002/02/04,上櫃,資訊服務業,https://www.cnyes.com/twstock/6140,42.85,0.00,+0.00%,鉅亨
6143,振曜,2002/01/28,上櫃,通信網路業,https://www.cnyes.com/twstock/6143,117.00,0.00,+0.00%,鉅亨
6144,得利影,2002/01/23,上櫃,文化創意業,https://www.cnyes.com/twstock/6144,20.15,-0.75,-3.59%,鉅亨
6146,耕興,2002/01/23,上櫃,其他電子業,https://www.cnyes.com/twstock/6146,164.50,+1.00,+0.61%,鉅亨
6147,頎邦,2002/01/31,上櫃,半導體業,https://www.cnyes.com/twstock/6147,56.00,0.00,+0.00%,鉅亨
6148,驊宏資,2002/02/01,上櫃,資訊服務業,https://www.cnyes.com/twstock/6148,46.05,-0.15,-0.32%,鉅亨
6150,撼訊,2002/03/11,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6150,70.10,-0.90,-1.27%,鉅亨
6151,晉倫,2002/02/25,上櫃,其他電子業,https://www.cnyes.com/twstock/6151,28.30,0.00,+0.00%,鉅亨
6154,順發,2002/02/18,上櫃,電子通路業,https://www.cnyes.com/twstock/6154,14.35,0.00,+0.00%,鉅亨
6156,松上,2002/02/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/6156,28.10,-0.40,-1.40%,鉅亨
6158,禾昌,2002/02/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/6158,23.00,+0.05,+0.22%,鉅亨
6160,欣技,2002/03/01,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6160,21.40,+0.45,+2.15%,鉅亨
6161,捷波,2002/03/01,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6161,43.90,+0.55,+1.27%,鉅亨
6163,華電網,2002/03/19,上櫃,通信網路業,https://www.cnyes.com/twstock/6163,21.95,-0.25,-1.13%,鉅亨
6167,久正,2002/03/26,上櫃,光電業,https://www.cnyes.com/twstock/6167,12.35,+0.15,+1.23%,鉅亨
6169,昱泉,2002/03/22,上櫃,文化創意業,https://www.cnyes.com/twstock/6169,20.95,+0.10,+0.48%,鉅亨
6170,統振,2002/04/16,上櫃,通信網路業,https://www.cnyes.com/twstock/6170,49.60,-0.05,-0.10%,鉅亨
6171,大城地產,2002/04/22,上櫃,建材營造業,https://www.cnyes.com/twstock/6171,35.65,+0.15,+0.42%,鉅亨
6173,信昌電,2002/04/19,上櫃,電子零組件業,https://www.cnyes.com/twstock/6173,38.45,0.00,+0.00%,鉅亨
6174,安碁,2002/05/02,上櫃,電子零組件業,https://www.cnyes.com/twstock/6174,20.35,0.00,+0.00%,鉅亨
6175,立敦,2002/06/10,上櫃,電子零組件業,https://www.cnyes.com/twstock/6175,34.30,-0.15,-0.44%,鉅亨
6179,亞通,2002/05/17,上櫃,其他業,https://www.cnyes.com/twstock/6179,27.80,-0.35,-1.24%,鉅亨
6180,橘子,2002/05/21,上櫃,文化創意業,https://www.cnyes.com/twstock/6180,67.80,+0.30,+0.44%,鉅亨
6182,合晶,2002/05/16,上櫃,半導體業,https://www.cnyes.com/twstock/6182,23.00,-0.45,-1.92%,鉅亨
6185,幃翔,2002/08/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/6185,15.10,-0.20,-1.31%,鉅亨
6186,新潤,2002/08/02,上櫃,建材營造業,https://www.cnyes.com/twstock/6186,61.00,-0.30,-0.49%,鉅亨
6187,萬潤,2002/09/27,上櫃,半導體業,https://www.cnyes.com/twstock/6187,375.00,-10.00,-2.60%,鉅亨
6188,廣明,2002/08/27,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6188,88.60,-1.00,-1.12%,鉅亨
6190,萬泰科,1998/02/04,上櫃,通信網路業,https://www.cnyes.com/twstock/6190,38.45,-0.35,-0.90%,鉅亨
6194,育富,2002/12/05,上櫃,電子零組件業,https://www.cnyes.com/twstock/6194,34.45,+0.05,+0.15%,鉅亨
