股票代號,股票名稱,上市日,市場別,產業別,鉅亨網網址,價格,漲跌,漲跌幅度(%),資料來源
7803,雲象科技,2024/11/26,興櫃,生技醫療業,https://www.cnyes.com/twstock/7803,30.15,-0.20,-0.66%,鉅亨
7805,威聯通,2024/11/26,興櫃,數位雲端,https://www.cnyes.com/twstock/7805,730.00,+16.86,+2.36%,鉅亨
7806,精華生醫,2024/12/12,興櫃,食品工業,https://www.cnyes.com/twstock/7806,70.00,-0.17,-0.24%,鉅亨
7808,訊聯智藥,2024/12/12,興櫃,生技醫療業,https://www.cnyes.com/twstock/7808,52.50,+9.56,+22.26%,鉅亨
7810,捷創科技,2025/01/03,興櫃,半導體業,https://www.cnyes.com/twstock/7810,103.50,+3.46,+3.46%,鉅亨
7811,民盛,2025/01/06,興櫃,運動休閒,https://www.cnyes.com/twstock/7811,143.50,+0.68,+0.48%,鉅亨
7812,稜研科技*,2025/01/15,興櫃,通信網路業,https://www.cnyes.com/twstock/7812,77.00,+0.25,+0.33%,鉅亨
7813,宇辰系統,2025/01/16,興櫃,其他電子業,https://www.cnyes.com/twstock/7813,99.20,-1.43,-1.42%,鉅亨
7814,海昌生技,2025/01/09,興櫃,生技醫療業,https://www.cnyes.com/twstock/7814,29.30,+0.45,+1.56%,鉅亨
7815,新特,2025/01/15,興櫃,半導體業,https://www.cnyes.com/twstock/7815,180.00,-3.29,-1.79%,鉅亨
7816,來穎,2025/01/15,興櫃,電子零組件業,https://www.cnyes.com/twstock/7816,102.50,-1.31,-1.26%,鉅亨
